Customer_ID,Product,Predicted_Likelihood
CUS000679,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000679,1000 Layers Business Plan (2022 Edition),1.0
CUS000679,100g,1.0
CUS000679,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000679,150kg Spring Scale,1.0
CUS000679,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000679,2 inches wide (Black/Blue),1.0
CUS000680,(Organic Fertilizer and Soil Conditioner,1.0
CUS000680,000 Seeds,1.0
CUS000680,000 Seeds - 10 bags and above,1.0
CUS000680,000 Seeds - Below 10 bags,1.0
CUS000680,000),1.0
CUS000680,10-12cm (Jumbo),1.0
CUS000680,1000 Layers Business Plan (2022 Edition),1.0
CUS000680,100g,1.0
CUS000680,120 Eggs Incubator,1.0
CUS000680,128 Birds Layer Cages (Premium,1.0
CUS000681,000 Seeds - 10 bags and above,1.0
CUS000681,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000681,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000681,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000681,120 Eggs Incubator,1.0
CUS000681,128 Birds Layer Cages (Premium,1.0
CUS000681,150kg Spring Scale,1.0
CUS000681,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000681,1L,1.0
CUS000681,2-4cm (Fingerlings),1.0
CUS000682,"""KAAS-TOLTRA 250",1.0
CUS000682,(Organic Fertilizer and Soil Conditioner,1.0
CUS000682,000 Seeds - Below 10 bags,1.0
CUS000682,000),1.0
CUS000682,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000682,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000682,100g,1.0
CUS000682,128 Birds Layer Cages (Premium,1.0
CUS000682,13hp and 17hp) - 7hp,1.0
CUS000682,150kg Spring Scale,1.0
CUS000684,"""KAAS-TOLTRA 250",1.0
CUS000684,000 Seeds,1.0
CUS000684,000 Seeds - Below 10 bags,1.0
CUS000684,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000684,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000684,10-12cm (Jumbo),1.0
CUS000684,1000 Layers Business Plan (2022 Edition),1.0
CUS000684,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000684,100g,1.0
CUS000684,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000685,(Organic Fertilizer and Soil Conditioner,1.0
CUS000685,000 Seeds - Below 10 bags,1.0
CUS000685,000),1.0
CUS000685,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000685,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000685,10-12cm (Jumbo),1.0
CUS000685,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000685,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000685,150kg Spring Scale,1.0
CUS000685,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000687,(Organic Fertilizer and Soil Conditioner,1.0
CUS000687,000 Seeds,1.0
CUS000687,000 Seeds - 10 bags and above,1.0
CUS000687,000 Seeds - Below 10 bags,1.0
CUS000687,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000687,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000687,10,1.0
CUS000687,10-12cm (Jumbo),1.0
CUS000687,1000 Layers Business Plan (2022 Edition),1.0
CUS000687,100g,1.0
CUS000688,"""KAAS-TOLTRA 250",1.0
CUS000688,000 Seeds,1.0
CUS000688,000 Seeds - Below 10 bags,1.0
CUS000688,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000688,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000688,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000688,120 Eggs Incubator,1.0
CUS000688,120 capacity,1.0
CUS000688,128 Birds Layer Cages (Premium,1.0
CUS000688,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS000689,(Organic Fertilizer and Soil Conditioner,1.0
CUS000689,000 Seeds,1.0
CUS000689,000 Seeds - 10 bags and above,1.0
CUS000689,000 Seeds - Below 10 bags,1.0
CUS000689,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000689,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000689,10-12cm (Jumbo),1.0
CUS000689,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000689,100g,1.0
CUS000689,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000690,"""KAAS-TOLTRA 250",1.0
CUS000690,(Organic Fertilizer and Soil Conditioner,1.0
CUS000690,000 Seeds,1.0
CUS000690,000 Seeds - 10 bags and above,1.0
CUS000690,000 Seeds - Below 10 bags,1.0
CUS000690,000),1.0
CUS000690,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000690,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000690,1000 Layers Business Plan (2022 Edition),1.0
CUS000690,100g,1.0
CUS000691,(Organic Fertilizer and Soil Conditioner,1.0
CUS000691,000 Seeds,1.0
CUS000691,000 Seeds - 10 bags and above,1.0
CUS000691,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000691,10-12cm (Jumbo),1.0
CUS000691,1000 Layers Business Plan (2022 Edition),1.0
CUS000691,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000691,120 Eggs Incubator,1.0
CUS000691,128 Birds Layer Cages (Premium,1.0
CUS000691,13hp and 17hp) - 7hp,1.0
CUS000692,(Organic Fertilizer and Soil Conditioner,1.0
CUS000692,000 Seeds,1.0
CUS000692,000 Seeds - 10 bags and above,1.0
CUS000692,000 Seeds - Below 10 bags,1.0
CUS000692,000),1.0
CUS000692,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000692,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000692,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000692,10-12cm (Jumbo),1.0
CUS000692,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000693,(Organic Fertilizer and Soil Conditioner,1.0
CUS000693,000 Seeds - Below 10 bags,1.0
CUS000693,10,1.0
CUS000693,1000 Layers Business Plan (2022 Edition),1.0
CUS000693,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000693,100g,1.0
CUS000693,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000693,120 Eggs Incubator,1.0
CUS000693,150kg Spring Scale,1.0
CUS000693,1L,1.0
CUS000694,000 Seeds,1.0
CUS000694,000),1.0
CUS000694,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000694,100g,1.0
CUS000694,120 Eggs Incubator,1.0
CUS000694,128 Birds Layer Cages (Premium,1.0
CUS000694,150kg Spring Scale,1.0
CUS000694,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000694,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS000694,2 males [800g],1.0
CUS000695,(Organic Fertilizer and Soil Conditioner,1.0
CUS000695,000 Seeds,1.0
CUS000695,000 Seeds - Below 10 bags,1.0
CUS000695,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000695,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000695,10,1.0
CUS000695,10-12cm (Jumbo),1.0
CUS000695,1000 Layers Business Plan (2022 Edition),1.0
CUS000695,100g,1.0
CUS000695,120 capacity,1.0
CUS000696,"""KAAS-TOLTRA 250",1.0
CUS000696,000 Seeds,1.0
CUS000696,000 Seeds - Below 10 bags,1.0
CUS000696,000),1.0
CUS000696,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000696,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000696,1000 Layers Business Plan (2022 Edition),1.0
CUS000696,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000696,120 Eggs Incubator,1.0
CUS000696,120 capacity,1.0
CUS000697,(Organic Fertilizer and Soil Conditioner,1.0
CUS000697,000 Seeds,1.0
CUS000697,000 Seeds - 10 bags and above,1.0
CUS000697,000 Seeds - Below 10 bags,1.0
CUS000697,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000697,10,1.0
CUS000697,1000 Layers Business Plan (2022 Edition),1.0
CUS000697,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000697,120 capacity,1.0
CUS000697,13hp and 17hp) - 7hp,1.0
CUS000698,"""KAAS-TOLTRA 250",1.0
CUS000698,(Organic Fertilizer and Soil Conditioner,1.0
CUS000698,000 Seeds,1.0
CUS000698,000 Seeds - 10 bags and above,1.0
CUS000698,000 Seeds - Below 10 bags,1.0
CUS000698,1000 Layers Business Plan (2022 Edition),1.0
CUS000698,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000698,120 Eggs Incubator,1.0
CUS000698,120 capacity,1.0
CUS000698,128 Birds Layer Cages (Premium,1.0
CUS000699,(Organic Fertilizer and Soil Conditioner,1.0
CUS000699,000 Seeds,1.0
CUS000699,000 Seeds - 10 bags and above,1.0
CUS000699,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000699,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000699,10,1.0
CUS000699,100g,1.0
CUS000699,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000699,120 capacity,1.0
CUS000699,13hp and 17hp) - 7hp,1.0
CUS000700,(Organic Fertilizer and Soil Conditioner,1.0
CUS000700,000 Seeds,1.0
CUS000700,000),1.0
CUS000700,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000700,10,1.0
CUS000700,10-12cm (Jumbo),1.0
CUS000700,100g,1.0
CUS000700,120 Eggs Incubator,1.0
CUS000700,13hp and 17hp) - 7hp,1.0
CUS000700,2 males [800g],1.0
CUS000701,(Organic Fertilizer and Soil Conditioner,1.0
CUS000701,000 Seeds,1.0
CUS000701,000 Seeds - Below 10 bags,1.0
CUS000701,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000701,10,1.0
CUS000701,1000 Layers Business Plan (2022 Edition),1.0
CUS000701,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000701,100g,1.0
CUS000701,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000701,120 capacity,1.0
CUS000702,000 Seeds,1.0
CUS000702,000 Seeds - Below 10 bags,1.0
CUS000702,000),1.0
CUS000702,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000702,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000702,10,1.0
CUS000702,100g,1.0
CUS000702,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000702,120 Eggs Incubator,1.0
CUS000702,1L,1.0
CUS000703,"""KAAS-TOLTRA 250",1.0
CUS000703,000),1.0
CUS000703,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000703,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000703,10-12cm (Jumbo),1.0
CUS000703,1000 Layers Business Plan (2022 Edition),1.0
CUS000703,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000703,100g,1.0
CUS000703,120 Eggs Incubator,1.0
CUS000703,120 capacity,1.0
CUS000704,"""KAAS-TOLTRA 250",1.0
CUS000704,(Organic Fertilizer and Soil Conditioner,1.0
CUS000704,000 Seeds - Below 10 bags,1.0
CUS000704,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000704,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000704,10,1.0
CUS000704,10-12cm (Jumbo),1.0
CUS000704,1000 Layers Business Plan (2022 Edition),1.0
CUS000704,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000704,100g,1.0
CUS000705,"""KAAS-TOLTRA 250",1.0
CUS000705,(Organic Fertilizer and Soil Conditioner,1.0
CUS000705,000 Seeds,1.0
CUS000705,000),1.0
CUS000705,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000705,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000705,10-12cm (Jumbo),1.0
CUS000705,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000705,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000705,120 Eggs Incubator,1.0
CUS000706,"""KAAS-TOLTRA 250",1.0
CUS000706,(Organic Fertilizer and Soil Conditioner,1.0
CUS000706,000 Seeds,1.0
CUS000706,000 Seeds - Below 10 bags,1.0
CUS000706,000),1.0
CUS000706,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000706,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000706,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000706,10,1.0
CUS000706,1000 Layers Business Plan (2022 Edition),1.0
CUS000708,"""KAAS-TOLTRA 250",1.0
CUS000708,(Organic Fertilizer and Soil Conditioner,1.0
CUS000708,000 Seeds - Below 10 bags,1.0
CUS000708,10,1.0
CUS000708,10-12cm (Jumbo),1.0
CUS000708,1000 Layers Business Plan (2022 Edition),1.0
CUS000708,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000708,100g,1.0
CUS000708,120 Eggs Incubator,1.0
CUS000708,128 Birds Layer Cages (Premium,1.0
CUS000709,"""KAAS-TOLTRA 250",1.0
CUS000709,(Organic Fertilizer and Soil Conditioner,1.0
CUS000709,000 Seeds,1.0
CUS000709,000 Seeds - 10 bags and above,1.0
CUS000709,000 Seeds - Below 10 bags,1.0
CUS000709,000),1.0
CUS000709,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000709,10,1.0
CUS000709,10-12cm (Jumbo),1.0
CUS000709,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000710,"""KAAS-TOLTRA 250",1.0
CUS000710,000 Seeds,1.0
CUS000710,000 Seeds - Below 10 bags,1.0
CUS000710,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000710,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000710,10-12cm (Jumbo),1.0
CUS000710,1000 Layers Business Plan (2022 Edition),1.0
CUS000710,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000710,100g,1.0
CUS000710,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000711,(Organic Fertilizer and Soil Conditioner,1.0
CUS000711,000 Seeds - 10 bags and above,1.0
CUS000711,000),1.0
CUS000711,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000711,10-12cm (Jumbo),1.0
CUS000711,1000 Layers Business Plan (2022 Edition),1.0
CUS000711,120 Eggs Incubator,1.0
CUS000711,128 Birds Layer Cages (Premium,1.0
CUS000711,13hp and 17hp) - 7hp,1.0
CUS000711,150kg Spring Scale,1.0
CUS000712,"""KAAS-TOLTRA 250",1.0
CUS000712,(Organic Fertilizer and Soil Conditioner,1.0
CUS000712,000 Seeds,1.0
CUS000712,000 Seeds - Below 10 bags,1.0
CUS000712,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000712,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000712,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000712,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000712,100g,1.0
CUS000712,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000713,"""KAAS-TOLTRA 250",1.0
CUS000713,(Organic Fertilizer and Soil Conditioner,1.0
CUS000713,000 Seeds,1.0
CUS000713,000 Seeds - 10 bags and above,1.0
CUS000713,000 Seeds - Below 10 bags,1.0
CUS000713,000),1.0
CUS000713,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000713,1000 Layers Business Plan (2022 Edition),1.0
CUS000713,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000713,100g,1.0
CUS000714,000 Seeds - Below 10 bags,1.0
CUS000714,000),1.0
CUS000714,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000714,1000 Layers Business Plan (2022 Edition),1.0
CUS000714,100g,1.0
CUS000714,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000714,120 capacity,1.0
CUS000714,128 Birds Layer Cages (Premium,1.0
CUS000714,150kg Spring Scale,1.0
CUS000714,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000715,(Organic Fertilizer and Soil Conditioner,1.0
CUS000715,000 Seeds,1.0
CUS000715,000 Seeds - Below 10 bags,1.0
CUS000715,000),1.0
CUS000715,10,1.0
CUS000715,10-12cm (Jumbo),1.0
CUS000715,100g,1.0
CUS000715,120 Eggs Incubator,1.0
CUS000715,13hp and 17hp) - 7hp,1.0
CUS000715,1L,1.0
CUS000716,(Organic Fertilizer and Soil Conditioner,1.0
CUS000716,000 Seeds - Below 10 bags,1.0
CUS000716,10,1.0
CUS000716,1000 Layers Business Plan (2022 Edition),1.0
CUS000716,100g,1.0
CUS000716,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000716,13hp and 17hp) - 7hp,1.0
CUS000716,150kg Spring Scale,1.0
CUS000716,2 inches wide (Black/Blue),1.0
CUS000716,2 males [800g],1.0
CUS000717,"""KAAS-TOLTRA 250",1.0
CUS000717,(Organic Fertilizer and Soil Conditioner,1.0
CUS000717,000 Seeds,1.0
CUS000717,000 Seeds - Below 10 bags,1.0
CUS000717,10-12cm (Jumbo),1.0
CUS000717,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000717,120 Eggs Incubator,1.0
CUS000717,128 Birds Layer Cages (Premium,1.0
CUS000717,150kg Spring Scale,1.0
CUS000717,1L,1.0
CUS000718,"""KAAS-TOLTRA 250",1.0
CUS000718,(Organic Fertilizer and Soil Conditioner,1.0
CUS000718,000 Seeds,1.0
CUS000718,000 Seeds - Below 10 bags,1.0
CUS000718,1000 Layers Business Plan (2022 Edition),1.0
CUS000718,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000718,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000718,128 Birds Layer Cages (Premium,1.0
CUS000718,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS000718,2 t/hr Manure dryer,1.0
CUS000719,(Organic Fertilizer and Soil Conditioner,1.0
CUS000719,000 Seeds,1.0
CUS000719,000),1.0
CUS000719,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000719,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000719,10-12cm (Jumbo),1.0
CUS000719,100g,1.0
CUS000719,128 Birds Layer Cages (Premium,1.0
CUS000719,150kg Spring Scale,1.0
CUS000719,20kg Weighing Scale,1.0
CUS000720,"""KAAS-TOLTRA 250",1.0
CUS000720,(Organic Fertilizer and Soil Conditioner,1.0
CUS000720,000 Seeds - Below 10 bags,1.0
CUS000720,000),1.0
CUS000720,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000720,10,1.0
CUS000720,1000 Layers Business Plan (2022 Edition),1.0
CUS000720,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000720,100g,1.0
CUS000720,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000721,"""KAAS-TOLTRA 250",1.0
CUS000721,(Organic Fertilizer and Soil Conditioner,1.0
CUS000721,000 Seeds,1.0
CUS000721,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000721,10,1.0
CUS000721,10-12cm (Jumbo),1.0
CUS000721,1000 Layers Business Plan (2022 Edition),1.0
CUS000721,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000721,100g,1.0
CUS000721,120 Eggs Incubator,1.0
CUS000722,"""KAAS-TOLTRA 250",1.0
CUS000722,(Organic Fertilizer and Soil Conditioner,1.0
CUS000722,000 Seeds - 10 bags and above,1.0
CUS000722,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000722,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000722,10,1.0
CUS000722,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000722,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000722,120 capacity,1.0
CUS000722,128 Birds Layer Cages (Premium,1.0
CUS000723,(Organic Fertilizer and Soil Conditioner,1.0
CUS000723,000 Seeds - Below 10 bags,1.0
CUS000723,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000723,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000723,10,1.0
CUS000723,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000723,100g,1.0
CUS000723,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000723,120 Eggs Incubator,1.0
CUS000723,13hp and 17hp) - 7hp,1.0
CUS000724,(Organic Fertilizer and Soil Conditioner,1.0
CUS000724,000 Seeds,1.0
CUS000724,000 Seeds - Below 10 bags,1.0
CUS000724,000),1.0
CUS000724,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000724,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000724,10,1.0
CUS000724,1000 Layers Business Plan (2022 Edition),1.0
CUS000724,100g,1.0
CUS000724,1L,1.0
CUS000725,(Organic Fertilizer and Soil Conditioner,1.0
CUS000725,000 Seeds,1.0
CUS000725,000 Seeds - 10 bags and above,1.0
CUS000725,000 Seeds - Below 10 bags,1.0
CUS000725,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000725,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000725,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000725,128 Birds Layer Cages (Premium,1.0
CUS000725,150kg Spring Scale,1.0
CUS000725,1L,1.0
CUS000726,000 Seeds,1.0
CUS000726,000 Seeds - 10 bags and above,1.0
CUS000726,000 Seeds - Below 10 bags,1.0
CUS000726,000),1.0
CUS000726,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000726,10,1.0
CUS000726,10-12cm (Jumbo),1.0
CUS000726,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000726,120 capacity,1.0
CUS000726,13hp and 17hp) - 7hp,1.0
CUS000728,000 Seeds - Below 10 bags,1.0
CUS000728,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000728,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000728,10,1.0
CUS000728,1000 Layers Business Plan (2022 Edition),1.0
CUS000728,120 Eggs Incubator,1.0
CUS000728,120 capacity,1.0
CUS000728,150kg Spring Scale,1.0
CUS000728,2 males [800g],1.0
CUS000728,20kg Weighing Scale,1.0
CUS000729,000 Seeds,1.0
CUS000729,000 Seeds - Below 10 bags,1.0
CUS000729,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS000729,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000729,1000 Layers Business Plan (2022 Edition),1.0
CUS000729,100g,1.0
CUS000729,120 capacity,1.0
CUS000729,128 Birds Layer Cages (Premium,1.0
CUS000729,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000729,2 inches wide (Black/Blue),1.0
CUS000730,"""KAAS-TOLTRA 250",1.0
CUS000730,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS000730,128 Birds Layer Cages (Premium,1.0
CUS000730,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS000730,1L,1.0
CUS000730,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS000730,2 inches wide (Black/Blue),1.0
CUS000730,2-4cm (Fingerlings),1.0
CUS000730,20kg Weighing Scale,1.0
CUS000730,4 Stroke Brushcutter Sprayer with 50 Meters Hose,1.0
CUS000731,"""KAAS-TOLTRA 250",1.0
CUS000731,(Organic Fertilizer and Soil Conditioner,1.0
CUS000731,000 Seeds,1.0
CUS000731,000 Seeds - Below 10 bags,1.0
CUS000731,000),1.0
CUS000731,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000731,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000731,10,1.0
CUS000731,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000731,100g,1.0
CUS000732,(Organic Fertilizer and Soil Conditioner,1.0
CUS000732,000 Seeds,1.0
CUS000732,000 Seeds - 10 bags and above,1.0
CUS000732,000),1.0
CUS000732,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000732,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS000732,10-12cm (Jumbo),1.0
CUS000732,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS000732,100g,1.0
CUS000732,120 capacity,1.0
CUS000733,(Organic Fertilizer and Soil Conditioner,1.0
CUS000733,000) - gas-brooder-htc-digital-thermometer,1.0
CUS000733,1000 Layers Business Plan (2022 Edition),1.0
CUS000733,100g,1.0
CUS000733,120 Eggs Incubator,1.0
CUS000733,13hp and 17hp) - 7hp,1.0
CUS000733,150kg Spring Scale,1.0
CUS000733,1L,1.0
CUS000733,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS000733,2 males [800g],1.0
CUS000734,(Organic Fertilizer and Soil Conditioner,1.0
CUS000734,000 Seeds,1.0
CUS000734,000 Seeds - Below 10 bags,1.0
CUS000734,000),1.0
CUS000734,000) - gas-brooder-htc-digital-thermometer,1.0
