Customer_ID,Recency,Avg_Order_Value,Customer_Lifetime_Days,Purchase_Rate,Total_Items_Sold,Product_Purchased,
CUS_TEST_0296,320,467.45,605,0.044,74, Vertex Broiler ,
CUS_TEST_0297,157,402.66,1299,0.175,56, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0298,156,340.39,273,0.018,43, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0299,139,12.8,535,0.098,89, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0300,121,238.25,451,0.139,34, AGRITED Pullets (Hyline Brown Pullets) Day-Old,
CUS_TEST_0301,65,289.87,1373,0.053,30, Agrited Broiler ,
CUS_TEST_0302,107,158.97,1140,0.125,71, FIVE STAR,
CUS_TEST_0303,147,165.87,246,0.166,70, AMO Noilers (Day-Old Chicks),
CUS_TEST_0304,137,480.97,1543,0.039,55, Nandini F1 Cucumber Seeds (East West Seed Brand ,
CUS_TEST_0305,162,446.94,1572,0.184,67, AMO Broiler Chicks ,
CUS_TEST_0306,100,426.1,1331,0.111,13, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0307,258739,208.95,1902,0.061,3, Agrited Broiler ,
CUS_TEST_0308,307,16.71,1775,0.087,26, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0309,141,49.31,1038,0.063,57, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0310,83,162.98,1222,0.145,24, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0311,177,17.71,359,0.159,53, Commercial Day-Old Kuroiler Chicks (Grinphield Brand),
CUS_TEST_0312,198,18.4,679,0.167,70, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0313,112,459.14,1494,0.197,43, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0314,56,356.02,420,0.158,60, Amo Broiler ,
CUS_TEST_0315,179,161.39,1549,0.121,58, KEPROMEC Oral (Ivermectin ,
CUS_TEST_0316,186,75,410,0.069,49, Bag Closing Machine (Electric-Powered),
CUS_TEST_0317,218,260.7,1359,0.109,42, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0318,316,12.62,771,0.009,76, Cassava Stem Cuttings (35 Stems/Bundle),
CUS_TEST_0319,217,469.82,849,0.149,66, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0320,120,213.26,702,0.09,11, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0321,2566,5,2,0.002,1, Agrited Broiler ,
CUS_TEST_0322,23,201.39,1801,0.013,90, Dwarf Oilpalm Tenera seedling,
CUS_TEST_0323,213,43.97,978,0.078,18, Vertex Broiler ,
CUS_TEST_0324,235,322.78,1241,0.117,85, Agrited Broilers,
CUS_TEST_0325,13,369.17,959,0.093,52, Agrited Broilers - One Carton,
CUS_TEST_0326,101,341.3,1569,0.124,46, Agrited Broilers - One Carton,
CUS_TEST_0327,24,77.83,942,0.097,44, Commercial Rabbits (Pure Breed New Zealand White ,
CUS_TEST_0328,364,293.63,673,0.133,22, Commercial Hyla Rabbits (Broiler Rabbit Breed ,
CUS_TEST_0329,11,289.05,456,0.045,53, Agrited Broiler ,
CUS_TEST_0330,273,435.52,531,0.023,59, Yammfy Commercial Day-Old Pullets,
CUS_TEST_0331,281,195.77,759,0.12,94, Day Old CHI Arbor Acre Broilers - Carton of 50 Chicks,
CUS_TEST_0332,94,192.03,1313,0.097,30, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0333,201,313.08,1566,0.006,8, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0334,1,5,2,0.002,1, Agrited Broilers,
CUS_TEST_0335,340,239.95,507,0.022,57, Day-Old ZARTECH Broilers (Cobb 500) - One Carton,
CUS_TEST_0336,211,227.1,1231,0.107,73, Agrited Broilers - One Carton,
CUS_TEST_0337,140,252.13,486,0.08,20, Poultry Management For First-Timers (E-Book),
CUS_TEST_0338,293,431.91,218,0.123,25, TouchOn Carrot Seeds ,
CUS_TEST_0339,298,235.97,320,0.161,19, Rabbit Nipple Drinker (100),
CUS_TEST_0340,101,470.57,1573,0.061,5, Pig Nipple Drinker (5 Pieces),
CUS_TEST_0341,304,256.96,1818,0.192,75, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0342,3534664,475.11,949,0.108,79, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0343,28,418.09,321,0.124,72, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0344,41,187.59,1999,0.136,83, CHI Pullet ,
CUS_TEST_0345,355,433.18,785,0.134,87, Your Complete Guide to Organic Poultry Farming (72 PAGES ,
CUS_TEST_0346,303,63.93,1688,0.103,27, Chikun Broilers (Day-Old Cobb 500 ,
CUS_TEST_0347,146,463.27,1864,0.086,40, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0348,256,319.51,1336,0.012,96, Agrited Broiler ,
CUS_TEST_0349,227,36.65,1597,0.005,26, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0350,236,325.69,1899,0.072,27, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0351,361,487.38,406,0.067,62, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0352,13,44.2,1711,0.078,83, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0353,210,281.8,1209,0.029,50, AMO Noilers (Day-Old Chicks),
CUS_TEST_0354,229,376.42,537,0.148,42, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0355,100,407.03,1466,0.172,29, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0356,31,212.78,557,0.188,39, AMO Noilers (Day-Old Chicks),
CUS_TEST_0357,16,110.04,1408,0.099,60, AMO Noilers (Day-Old Chicks),
CUS_TEST_0358,137,30.75,588,0.14,41, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0359,329,294.07,1816,0.171,33, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0360,166,231.93,1240,0.084,83, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0361,310,474.88,1084,0.063,83, Chikun Broilers (Day-Old Cobb 500 ,
CUS_TEST_0362,1,5,2,0.002,1, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0363,109,345.84,450,0.104,16, AMO Noilers (Day-Old Chicks),
CUS_TEST_0364,343,22.23,1582,0.1,23, AMO Noilers (Day-Old Chicks),
CUS_TEST_0365,173,94,1604,0.037,7, AMO Noilers (Day-Old Chicks),
CUS_TEST_0366,237,232.25,333,0.023,26, AMO Noilers (Day-Old Chicks),
CUS_TEST_0367,162,232.89,971,0.169,96, Bronze Level Membership,
CUS_TEST_0368,216,345.99,1997,0.123,12, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0369,264,456,1092,0.066,72, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0370,263,323.13,1542,0.039,5, AMO Noilers (Day-Old Chicks),
CUS_TEST_0371,1,5,2,0.002,1, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0372,274,441.99,571,0.117,69, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0373,3,296.4,1723,0.042,49, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0374,28,418.56,1331,0.17,26, AMO Noilers (Day-Old Chicks),
CUS_TEST_0375,242556,324.86,1256,0.018,5, AMO Noilers (Day-Old Chicks),
CUS_TEST_0376,149,48.49,1119,0.072,22, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0377,28,372.88,137,0.136,79, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0378,310,56.51,297,0.056,13, Agrited Broilers,
CUS_TEST_0379,65,301.1,251,0.166,28, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0380,356,354.29,1857,0.148,33, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0381,21,42.6,1583,0.158,23, UV LIGHTS (12 Watts Stainless ,
CUS_TEST_0382,1,5,2,0.002,1, Agrited Broilers - Half Carton,
CUS_TEST_0383,235,458.68,722,0.029,18, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0384,227,311.99,284,0.058,30, Vertex Broiler ,
CUS_TEST_0385,13,130.68,1508,0.104,26, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0386,313,348.43,282,0.15,16, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0387,49,302.42,286,0.167,77, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0388,14255,255.77,412,0.141,39, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0389,54,488.33,471,0.186,33, 4-Week-Old Turkeys – Superior Quality for Optimal Growth and Profitability (6 turkeys/Carton) - One Carton,
CUS_TEST_0390,138,344.89,1911,0.148,26, Bell Drinkers for Floor Reared Poultry,
CUS_TEST_0391,53,193.97,628,0.062,48, Automatic Bell Drinkers For Poultry (With Elongated Bell ,
CUS_TEST_0392,44,402.04,1143,0.054,65, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0393,303,443.45,1802,0.14,38, 120 capacity,
CUS_TEST_0394,53,71.36,419,0.039,2, Amo Broiler ,
CUS_TEST_0395,74,108.27,611,0.019,6, Catfish Jumbo (Clarias spp ,
CUS_TEST_0396,46,115.95,1097,0.107,46, Agrited Broiler ,
CUS_TEST_0397,13,348.69,1765,0.165,50, A Simple Guide to Raising Local/Indigenous Chickens for Household and Commercial Purposes (2019 Edition),
CUS_TEST_0398,165,305.49,1717,0.021,38, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0399,102,313.31,627,0.159,88, Tuber Force Herbicide ,
CUS_TEST_0400,280,470.98,48,0.163,18, Clarias gariepinus Broodstock (Mature Males and Females) - Mature Male Broodstock (per kg),
CUS_TEST_0401,258,390.2,1154,0.097,27, Beginners Guide To Broiler Farming (184 Pages) - E-Book,
CUS_TEST_0402,337,72.69,1967,0.012,41, Amo Broiler ,
CUS_TEST_0403,356,180.28,636,0.036,72, Vertex Broiler ,
CUS_TEST_0404,1,5,2,0.002,1, Day Old Broilers (CASCADA Arbor Acres Broiler),
CUS_TEST_0405,163,204.02,1410,0.143,74, Your Complete Guide to Organic Poultry Farming (Second Edition),
CUS_TEST_0406,36363,337.96,1595,0.18,17, Your Complete Guide to Organic Poultry Farming (72 PAGES ,
CUS_TEST_0407,102,447.03,1814,0.117,62, A Simple Guide to Raising Local/Indigenous Chickens for Household and Commercial Purposes (2019 Edition),
CUS_TEST_0408,17,159.97,1991,0.026,29, Aquafeed Production,
CUS_TEST_0409,268,280.42,62,0.025,58, Intensive Aquaculture (Fish Farmers' Practical Guide),
CUS_TEST_0410,182,396.81,1282,0.145,70, Agrited Broiler ,
CUS_TEST_0411,24,213.95,1577,0.038,78, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0412,29,92.38,1683,0.066,22, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0413,171,242.73,891,0.098,6, Vertex Broiler ,
CUS_TEST_0414,228,37.06,184,0.006,26, AMO Noilers (Day-Old Chicks),
CUS_TEST_0415,188,471.77,1476,0.051,39, AMO Noilers (Day-Old Chicks),
CUS_TEST_0416,346,46.66,934,0.082,12, Agrited Broiler ,
CUS_TEST_0417,230,224.84,1299,0.057,99, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0418,321,269.64,434,0.028,14, AMO Broiler Chicks ,
CUS_TEST_0419,340,492.8,873,0.146,22, Agrited Broiler ,
CUS_TEST_0420,42555,91.35,1812,0.163,51, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0421,156,66.07,1594,0.052,23, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0422,272,14.27,1214,0.155,48, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0423,175,86.23,776,0.078,71, Agrited Broilers,
CUS_TEST_0424,104,111.56,1755,0.102,50, Brahma Day-Old Chicks (Mixed With Noiler Strain ,
CUS_TEST_0425,92,318.98,1170,0.171,89, Gas Brooder with Infrared Functions (1000 and 2000 Chicks Capacity) - 2000 birds,
CUS_TEST_0426,186,117.66,300,0.15,13, Day-Old CHI Broilers ,
CUS_TEST_0427,283,20.06,799,0.161,85, Red Jet Pepper,
CUS_TEST_0428,181,415.04,1745,0.028,10, Agrited Broiler ,
CUS_TEST_0429,170,189.14,1540,0.015,55, Red Jet Pepper,
CUS_TEST_0430,187,183.31,1938,0.179,9, Day-Old Black Cockerels Chicks,
CUS_TEST_0431,175,158.21,201,0.078,79, Day-Old Black Cockerels Chicks,
CUS_TEST_0432,222,487.93,303,0.058,52, Livestock Ear Tag (For Cattle,
CUS_TEST_0433,233,93.36,288,0.145,2, Livestock Tag Applicator. - Medium,
CUS_TEST_0434,162,450.14,1188,0.167,25, Day-Old ZARTECH Broilers (Cobb 500) - One Carton,
CUS_TEST_0435,134,390.63,1736,0.173,13, Pen Fogger ,
CUS_TEST_0436,1,5,2,0.002,1, Poultry Drinker ,
CUS_TEST_0437,153,493.5,1801,0.171,51, Your Complete Guide to Organic Poultry Farming (Second Edition),
CUS_TEST_0438,33,142.97,451,0.009,58, Day-Old Black Cockerels Chicks,
CUS_TEST_0439,55,58.31,1474,0.011,34, How to grow hibiscus flowers,
CUS_TEST_0440,7,416.36,1239,0.125,35, NPK 20:20:20 Agrovert Fertilizer (Foliar),
CUS_TEST_0441,12425,356.27,1982,0.014,3, Growers Premix ,
CUS_TEST_0442,313,312.44,393,0.066,59, Growers Premix ,
CUS_TEST_0443,126,86.43,1660,0.135,70, Growers Premix ,
CUS_TEST_0444,12,244.46,407,0.068,48, Commercial Hyla Rabbits (Broiler Rabbit Breed ,
CUS_TEST_0445,16,392.47,1576,0.037,64, Bitter Kola Seedling,
CUS_TEST_0446,208,158.78,609,0.057,19, Sugar King F1 Sweet Corn Seeds (250g ,
CUS_TEST_0447,43,162.73,920,0.092,67, F1 Goliath Seeds (Technisem Brand ,
CUS_TEST_0448,135,11.54,751,0.096,82, Agrited Broilers,
CUS_TEST_0449,228,95.38,1249,0.157,73, Agrited Broiler ,
CUS_TEST_0450,111,438.95,910,0.15,76, Agrited Broiler ,
CUS_TEST_0451,307,226.46,1151,0.092,5, Agrited Broiler ,
CUS_TEST_0452,160,492.27,634,0.169,67, Agrited Broiler ,
CUS_TEST_0453,331,203.9,51,0.024,11, Amo Broiler ,
CUS_TEST_0454,264,360.44,1503,0.052,94, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0455,225,148.14,1225,0.166,68, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0456,217,188.27,412,0.076,69, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0457,42424,5,2,0.002,1, Amo Broiler ,
CUS_TEST_0458,1,5,2,0.002,1, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0459,13,5,2,0.002,1, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0460,132,495.97,532,0.081,63, Agrited Broiler ,
CUS_TEST_0461,104,335.46,1238,0.086,29, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0462,2424,107.63,1138,0.077,82, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0463,157,32.03,1620,0.144,12, Agrited Broiler ,
CUS_TEST_0464,98,71.91,1816,0.11,77, Fidan Broiler (Commercial Day-Old Arbor Acres Plus Broilers),
CUS_TEST_0465,226,285.65,173,0.189,41, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0466,4646,384.93,1916,0.051,2, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0467,79,470.81,1963,0.021,37, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0468,124,17.75,1732,0.079,45, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0469,218,266.15,1465,0.124,80, Gorontula Fruits (Pack),
CUS_TEST_0470,4,240.73,253,0.172,48, Day-Old ZARTECH Broilers (Cobb 500) - Half Carton,
CUS_TEST_0471,90,331.47,249,0.07,24, Valentine Broilers Commercial Day Old Chicks (Ross 308),
CUS_TEST_0472,104,284.19,208,0.131,99, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0473,119,346.65,1684,0.071,22, Amo Broiler ,
CUS_TEST_0474,133,332.46,462,0.124,11, Amo Broiler ,
CUS_TEST_0475,312,67.34,294,0.177,58, Bronze Level Membership,
CUS_TEST_0476,96,401.86,983,0.047,46, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0477,331,70.38,458,0.081,29, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0478,143,352.28,1715,0.199,35, Automatic Chicken Cup Drinkers (Detachable Attachment for PVC Pipe ,
CUS_TEST_0479,288,213.91,445,0.174,15, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0480,28,261.79,1506,0.113,60, Day-Old CHI Broilers ,
CUS_TEST_0481,1,5,2,0.002,1, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0482,233,446.04,226,0.058,42, Day Old amo Pullets (ISA Brown),
CUS_TEST_0483,17,410.75,1607,0.104,43, Day Old amo Pullets (ISA Brown),
CUS_TEST_0484,59,259.97,1106,0.17,80, NoduMax Legume Inoculant (100g Sachets),
CUS_TEST_0485,90,370.76,509,0.137,74, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0486,199,261.32,1496,0.059,49, Agrited Broilers,
CUS_TEST_0487,362,436.11,1383,0.041,64, Vertex Broiler ,
CUS_TEST_0488,26,207.36,1304,0.054,32, WH-A08 Portable Electronic Scale (LCD ,
CUS_TEST_0489,25,485.42,1860,0.035,64, Potting Soil ,
CUS_TEST_0490,301,466.84,919,0.02,2, Automatic Chicken Cup Drinkers (Detachable Attachment for PVC Pipe ,
CUS_TEST_0491,339,373.39,1836,0.084,24, Plastic Egg Transport Basket (One-Piece Plastic ,
CUS_TEST_0492,267,146.91,954,0.024,87, Nipple Drinker plus Saddle (Chakra Model ,
CUS_TEST_0493,181,74.51,152,0.035,66, Regular Drinkers For Chicks (4 and 10 Liters) - - 4 Litres,
CUS_TEST_0494,360,428.8,1932,0.11,38, Automatic Chicken Cup Drinkers (Screw Type) - 50 pieces per pack,
CUS_TEST_0495,68,91,1440,0.034,31, Day-Old Black Cockerels Chicks,
CUS_TEST_0496,351,428.59,1392,0.014,26, Portable Incubator (48 ,
CUS_TEST_0497,321,250.47,807,0.064,29, Jumbo Plastic Egg Crate (Bundle of 36 Pieces ,
CUS_TEST_0498,49,209.21,377,0.045,67, Fixed Amount (Store Credit) - ?1000,
CUS_TEST_0499,175,452.56,58,0.104,78, Electric Scalding Machine ,
CUS_TEST_0500,52,305.89,1004,0.021,25, Hybrid F1 Cobra 26 ,
CUS_TEST_0501,102,292.54,64,0.151,48, Commercial Day-Old CHI Pullets (ISA Brown),
CUS_TEST_0502,216,283.8,1571,0.181,65, Stackable Plastic Fruit Baskets,
CUS_TEST_0503,188,191.87,1449,0.149,53, Hybrid F1 Cobra 26 ,
CUS_TEST_0504,57,394.97,652,0.107,67, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0505,47,133.87,1347,0.172,90, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0506,159,470.06,618,0.139,18, Rotating Irrigation Spray Gun ,
CUS_TEST_0507,174,448.05,1402,0.003,9, Defeathering Fingers,
CUS_TEST_0508,242,175.37,1200,0.079,38, Manual Granular Fertilizer Applicator - Shovel,
CUS_TEST_0509,282,367.44,1120,0.17,87, Heat Bulb For Livestock ,
CUS_TEST_0510,241,290.88,933,0.07,21, 4 Stroke Motorized Knapsack Sprayer - 25L,
CUS_TEST_0511,5,175.45,549,0.008,65, Treated Hybrid Plantain Suckers ,
CUS_TEST_0512,84,494.38,151,0.149,21, Agrited Broilers - One Carton,
CUS_TEST_0513,308,22.37,369,0.161,27, HTC Digital Thermometer and Hygrometer (HTC 2),
CUS_TEST_0514,361,133.8,204,0.033,70, Day Old White Cockerel,
CUS_TEST_0515,248,264.84,1953,0.108,44, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0516,54,265.76,1744,0.039,28, Agrited Broilers - One Carton,
CUS_TEST_0517,161,298.58,626,0.144,45, Stevia Sweet Herb ,
CUS_TEST_0518,226,378.32,480,0.055,17, Hybrid Coconut Seedlings,
CUS_TEST_0519,15,315.5,586,0.064,40, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0520,224,304.14,1189,0.169,3, Day Old Yammfy Broilers (Commercial Arbor Acres),
CUS_TEST_0521,61,36.22,1908,0.096,76, Agrited Broilers,
CUS_TEST_0522,122,194.5,1069,0.134,76, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0523,277,123.71,1386,0.081,66, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0524,46,140.03,1248,0.06,46, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0525,294,281.63,1549,0.125,86, Agrited Broilers,
CUS_TEST_0526,62,107.76,38,0.032,87, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0527,86,154.04,1881,0.075,30, Commercial Day-Old Arbor Acres Plus (FIDAN Broilers),
CUS_TEST_0528,210,126.17,363,0.043,69, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0529,78,474.77,1386,0.139,9, SAYED Broilers (Day-Old Chicks),
CUS_TEST_0530,202,472.89,1046,0.189,85, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0531,302,308.87,356,0.199,11, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0532,223,463.02,44,0.091,69, Royal Bold F1 Hybrid Tomato Seeds (Harvest Field Seeds ,
CUS_TEST_0533,222,395.05,868,0.051,99, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0534,1,5,2,0.002,1, Day-Old FIDAN Broilers (Arbor Acres Plus),
CUS_TEST_0535,6,13.15,255,0.17,66, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0536,93,388.53,1478,0.042,88, African Giant Snails and Snail Farming (Volumes 1 and 2),
CUS_TEST_0537,8,354.22,1843,0.19,31, Amo Broiler ,
CUS_TEST_0538,235,311.47,1461,0.069,33, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0539,108,382.61,142,0.197,39, Poultry Transport Crates (With Access Door),
CUS_TEST_0540,161,261.33,1481,0.168,94, Foliar Plus Complete Fertilizer ,
CUS_TEST_0541,209,355,30,0.162,46, Vertex Broiler ,
CUS_TEST_0542,240,468.23,295,0.064,37, Agrited Broilers,
CUS_TEST_0543,1,5,2,0.002,1, 4-Week-Old Turkeys – Superior Quality for Optimal Growth and Profitability (6 turkeys/Carton) - One Carton,
CUS_TEST_0544,333,356.98,1261,0.077,60, Agrited Broilers - One Carton,
CUS_TEST_0545,50,243.09,1675,0.061,31, Finisher Pig Feed (25kg ,
CUS_TEST_0546,11,340.46,1765,0.008,11, AMO Noilers (Day-Old Chicks),
CUS_TEST_0547,351,383.82,981,0.102,87, Yammfy Day-Old Cockerel Chicks,
CUS_TEST_0548,156,32.27,1422,0.081,2, Yammfy Day-Old Cockerel Chicks,
CUS_TEST_0549,70,326.83,335,0.127,27, Vaccination Program-The Complete Guide For Different Breeds of Poultry (E-Book),
CUS_TEST_0550,169,121.1,41,0.125,99, Automatic Poultry Beak Trimming Machine with Counter - Debeaker,
CUS_TEST_0551,272,338.32,1398,0.025,2, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0552,68,239.48,1518,0.195,21, Ear Tag for Large Livestock (Pack of 100) - Numbered Ear Tag,
CUS_TEST_0553,355,389.04,1753,0.038,58, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0554,252,70.47,1719,0.09,5, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0555,48,316.9,1547,0.098,52, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0556,184,146.45,1421,0.163,45, Vitamino Trace Oral (1 Litre),
CUS_TEST_0557,320,427.96,1899,0.021,85, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0558,1,5,2,0.002,1, Amitraz 20% (Ectoparasiticide ,
CUS_TEST_0559,90,498.24,449,0.126,20, AMO Broiler Chicks ,
CUS_TEST_0560,332,400.04,918,0.044,61, AMO Noilers (Day-Old Chicks),
CUS_TEST_0561,139,379.33,1844,0.126,38, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0562,357,115.6,200,0.185,20, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0563,89,174.64,163,0.2,25, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0564,274,238.18,994,0.007,2, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0565,19,388.96,1480,0.048,32, Agrited Broilers,
CUS_TEST_0566,311,458.33,1078,0.063,26, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0567,358,102.68,1583,0.08,70, Bravecto Chew (4.5-10kg Dogs ,
CUS_TEST_0568,154,461.96,1243,0.049,41, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0569,260,350.86,1194,0.041,67, CHI Broiler ,
CUS_TEST_0570,1,5,2,0.002,1, Chicken Egg Transfer Box (ARI Brand ,
CUS_TEST_0571,1,5,2,0.002,1, Chicken Egg Transfer Box (ARI Brand ,
CUS_TEST_0572,59,37.21,1849,0.01,51, GALVANIZED POULTRY FEEDERS,
CUS_TEST_0573,125,288.55,687,0.068,5, Vertex Broiler ,
CUS_TEST_0574,354,329.24,1368,0.082,13, Grafted Hybrid Wambugu Apple Seedling,
CUS_TEST_0575,273,113.28,1497,0.049,19, Ear Tag for Goat (Pack of 100) - Numbered Ear Tag,
CUS_TEST_0576,107,282.66,1372,0.126,12, Digital pH Meter (0.01pH Accuracy ,
CUS_TEST_0577,299,429.68,1494,0.128,48, Heteroclarias Spp Fingerlings/Post Fingerlings/Juveniles (Hybrid) -Special Maxi Brand -,
CUS_TEST_0578,245,419.18,1145,0.17,25, Imported Turkey Poults (Full Carton 30pcs ,
CUS_TEST_0579,336,464.4,208,0.148,57, Grafted Hybrid Wambugu Apple Seedling,
CUS_TEST_0580,247,189.28,1109,0.109,35, Amo Broiler ,
CUS_TEST_0581,8,165.84,1208,0.131,76, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0582,141,377.22,1725,0.056,94, Amo Broiler ,
CUS_TEST_0583,362,221.25,140,0.119,5, Amo Broiler ,
CUS_TEST_0584,1,5,2,0.002,1, AMO Noilers (Day-Old Chicks),
CUS_TEST_0585,352,148.57,261,0.028,22, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0586,94,215.11,1021,0.049,77, AMO Noilers (Day-Old Chicks),
CUS_TEST_0587,321,153.33,497,0.059,57, Ivanor 1% – Powerful Antiparasitic Solution for Livestock and Companion Animals - 100ml,
CUS_TEST_0588,39,172.78,761,0.185,47, Platinum 701 F1 Tomato Seeds (East West Seed ,
